303542.0452,3900735.389,112.3492527
303542.1535,3900735.345,112.3492527
303542.2617,3900735.297,113.852932
303542.37,3900735.252,112.3492508
303542.4692,3900735.206,115.1478318
303542.6046,3900735.154,110.9177466
303542.7399,3900735.091,114.9352429
303542.8932,3900735.022,114.1730674
303543.0554,3900734.948,114.6744694
303543.2176,3900734.866,116.6047799
303543.3981,3900734.79,112.8539815
303543.488,3900734.741,118.9031249
303543.5873,3900734.698,113.5366138
303543.6774,3900734.654,115.5181723
303543.7856,3900734.604,114.8375674
303543.8847,3900734.558,115.1478201
303543.984,3900734.516,112.9910276
303544.0922,3900734.467,114.3470455
303544.1912,3900734.416,117.2350046
303544.3086,3900734.369,111.8018095
303544.4168,3900734.319,114.837562
303544.5251,3900734.275,111.8410421
303544.6423,3900734.221,115.0252538
303544.7503,3900734.162,118.6285126
303544.8677,3900734.116,111.3294351
303544.9758,3900734.064,115.8076454
303545.1023,3900734.018,109.9985652
303545.2194,3900733.958,116.799391
303545.3457,3900733.907,112.2043819
303545.463,3900733.854,114.1194228
303545.5894,3900733.806,110.8882345
303545.7065,3900733.747,116.7993881
303545.842,3900733.696,110.5038896
303545.9683,3900733.642,113.0692099
303546.0854,3900733.584,116.3605906
303546.2206,3900733.52,115.3244274
303546.3571,3900733.518,91.24572384
303546.4822,3900733.405,132.0015219
303546.6263,3900733.334,116.1676148
303546.7618,3900733.282,110.9177153
303546.897,3900733.218,115.3244221
303547.0322,3900733.155,114.9352103
303547.1763,3900733.084,116.5255034
303547.3116,3900733.024,113.7536391
303547.4573,3900733.021,91.24571628
303547.5911,3900732.896,133.0345045
303547.7445,3900732.83,113.1197495
303547.8797,3900732.766,115.3244149
303548.0332,3900732.704,112.0506872
303548.1775,3900732.641,113.6044811
303548.3216,3900732.567,117.234973
303548.4751,3900732.507,111.3294086
303548.6284,3900732.439,113.8237065
303548.7636,3900732.375,115.3244081
303548.917,3900732.309,113.4726059
303549.0703,3900732.241,113.8237029
303549.2237,3900732.177,112.7651199
303549.377,3900732.107,114.5205445
303549.5393,3900732.036,113.687372
303549.6837,3900731.976,112.4757069
303549.8462,3900731.909,112.3491957
303549.9904,3900731.839,115.8076068
303550.1529,3900731.778,110.6420368
303550.3063,3900731.711,113.472596
303550.4596,3900731.644,113.8236927
303550.6038,3900731.574,115.8076028
303550.7663,3900731.507,112.3491888
303550.9196,3900731.441,113.4725906
303551.073,3900731.374,113.4725902
303551.2261,3900731.3,115.8924876
303551.3885,3900731.228,113.6873582
303551.5509,3900731.158,113.3551603
303551.7133,3900731.089,113.0213896
303551.8666,3900731.022,113.8236826
303552.038,3900730.947,113.5651489
303552.2094,3900730.872,113.5651477
303552.3641,3900730.869,91.24568478
303552.5446,3900730.793,112.8539134
303552.7144,3900730.646,130.8523501
303552.8949,3900730.569,113.1550766
303553.0662,3900730.492,114.1913276
303553.2464,3900730.403,116.0957353
303553.4267,3900730.321,114.6417225
303553.6251,3900730.23,114.61498
303553.8144,3900730.141,115.0466018
303554.0038,3900730.06,113.3551423
303554.2023,3900729.974,113.2642684
303554.3915,3900729.881,116.150461
303554.599,3900729.794,112.9194769
303554.8065,3900729.704,113.4419478
303555.0139,3900729.608,114.7311575
303555.2303,3900729.51,114.3469627
303555.4468,3900729.416,113.6044272
303555.663,3900729.308,116.525439
303555.8885,3900729.211,113.2751666
303556.114,3900729.109,114.2286936
303556.3484,3900729.004,114.1193422
303556.5829,3900728.9,113.8909624
303556.8172,3900728.788,115.6963735
303557.0607,3900728.678,114.2374537
303557.3224,3900728.566,113.2171963
303557.5748,3900728.45,114.5576116
303557.8367,3900728.351,110.6895739
303558.1162,3900728.221,115.0106416
303558.3869,3900728.105,113.1550364
303558.6754,3900727.973,114.7151661
303558.9552,3900727.862,111.5277731
303559.2615,3900727.71,116.3993368
303559.5591,3900727.577,114.0778518
303559.8656,3900727.434,115.038369
303560.1814,3900727.299,113.0691044
303560.4969,3900727.152,115.1022014
303560.8218,3900727.016,112.6859925
303561.1555,3900726.868,113.9465503
303561.4831,3900726.861,91.24562601
303561.48,3900726.714,181.2456247
303561.8319,3900726.568,112.5824951
303562.1836,3900726.411,113.9671316
303562.5355,3900726.261,113.2012264
303562.887,3900726.095,115.1748836
303563.257,3900725.94,112.81702
303563.6176,3900725.773,114.7885308
303563.9876,3900725.618,112.8170146
303564.3482,3900725.45,114.9350815
303564.727,3900725.283,113.7818825
303565.1054,3900725.097,116.1503814
303565.4845,3900724.941,112.3490798
303565.8721,3900724.761,114.9623003
303566.269,3900724.588,113.5364451
303566.6568,3900724.414,114.1404711
303567.0627,3900724.238,113.4881134
303567.4688,3900724.066,112.9543318
303567.8745,3900723.883,114.281193
303568.299,3900723.723,110.6712734
303568.7139,3900723.538,113.9604596
303569.1326,3900723.529,91.24557617
303569.1288,3900723.356,181.2455749
