Posterior Heading,Desired Heading,Heading Error,Absolute Heading Error,Average Heading Error
204.8292389,205.3015747,0.472335815,0.472335815,
205.1134796,204.9205322,-0.192947388,0.192947388,
205.1134796,204.8674469,-0.246032715,0.246032715,
205.1313324,204.7799225,-0.351409912,0.351409912,
205.1313324,204.5561523,-0.575180054,0.575180054,
205.0545502,204.5564728,-0.498077393,0.498077393,
204.8899078,204.7170563,-0.172851563,0.172851563,
204.8899078,204.9418335,0.051925659,0.051925659,
204.7821655,204.9609222,0.178756714,0.178756714,
204.8546753,204.6463623,-0.208312988,0.208312988,
204.8546753,204.2245636,-0.630111694,0.630111694,
204.8548584,204.0690765,-0.78578186,0.78578186,
204.8548584,203.9278564,-0.927001953,0.927001953,
204.604248,204.1661224,-0.43812561,0.43812561,
204.604248,204.1124725,-0.491775513,0.491775513,
204.4013977,204.2869415,-0.114456177,0.114456177,
204.2913361,204.0791168,-0.212219238,0.212219238,
204.2913361,203.9050751,-0.386260986,0.386260986,
204.2229004,203.6136169,-0.609283447,0.609283447,
204.2229004,203.5068207,-0.716079712,0.716079712,
204.0368652,203.5443573,-0.492507935,0.492507935,
203.8413849,203.6972504,-0.144134521,0.144134521,
203.8413849,203.6214752,-0.219909668,0.219909668,
203.7583008,203.6467896,-0.11151123,0.11151123,
203.7583008,203.6359406,-0.122360229,0.122360229,
203.6928253,203.6985321,0.005706787,0.005706787,
203.6928253,203.669281,-0.023544312,0.023544312,
203.7085419,203.5903168,-0.118225098,0.118225098,
203.7031708,203.4339752,-0.269195557,0.269195557,
203.7031708,203.6092682,-0.093902588,0.093902588,
203.6145325,203.4049377,-0.209594727,0.209594727,
203.6070404,202.7948151,-0.812225342,0.812225342,
203.6070404,202.5620117,-1.045028687,1.045028687,
203.3739319,202.6368408,-0.737091064,0.737091064,
203.3739319,202.9857178,-0.388214111,0.388214111,
203.0883331,203.3019104,0.213577271,0.213577271,
203.0883331,203.6333008,0.544967651,0.544967651,
203.116684,203.9582977,0.84161377,0.84161377,
203.3477936,204.3453217,0.997528076,0.997528076,
203.3477936,205.330719,1.982925415,1.982925415,
203.7505035,206.0442047,2.293701172,2.293701172,
204.4670868,206.4237061,1.956619263,1.956619263,
204.4670868,205.477829,1.010742188,1.010742188,
205.0389709,205.5341034,0.495132446,0.495132446,
205.0389709,204.8286591,-0.21031189,0.21031189,
205.1408844,204.7641907,-0.376693726,0.376693726,
205.0536652,205.1604462,0.106781006,0.106781006,
205.0536652,205.3304138,0.276748657,0.276748657,
205.1280365,205.2185211,0.090484619,0.090484619,
205.1280365,204.883606,-0.244430542,0.244430542,
205.1392822,204.5018768,-0.637405396,0.637405396,
205.1392822,204.7537537,-0.385528564,0.385528564,
204.9722443,204.6961517,-0.276092529,0.276092529,
204.9053192,204.4187927,-0.486526489,0.486526489,
204.9053192,204.3722229,-0.533096313,0.533096313,
204.7499084,204.0628815,-0.687026978,0.687026978,
204.7499084,203.2310944,-1.518814087,1.518814087,
204.6477051,202.6684875,-1.979217529,1.979217529,
204.6477051,202.0723114,-2.575393677,2.575393677,
204.1326294,202.2597198,-1.872909546,1.872909546,
203.4557648,203.0727844,-0.382980347,0.382980347,
203.1429291,203.9983215,0.855392456,0.855392456,
203.1429291,204.5971832,1.45425415,1.45425415,
203.4187622,204.6826477,1.263885498,1.263885498,
203.4187622,205.0350342,1.616271973,1.616271973,
203.8950653,204.9154053,1.020339966,1.020339966,
203.8950653,204.9720001,1.076934814,1.076934814,
204.3242188,204.6927948,0.36857605,0.36857605,
204.5379639,204.6935272,0.155563354,0.155563354,
