Posterior Heading,Desired Heading,Heading Error,Absolute Heading Error,Average Heading Error
114.5557251,114.242485,-0.313240051,0.313240051,
114.4464874,114.115921,-0.330566406,0.330566406,
114.4464874,113.9722672,-0.474220276,0.474220276,
114.3477783,114.2550201,-0.092758179,0.092758179,
114.2812805,114.5623016,0.281021118,0.281021118,
114.2812805,115.1564407,0.875160217,0.875160217,
114.4494629,115.1483307,0.698867798,0.698867798,
114.4494629,115.4336853,0.984222412,0.984222412,
114.7499771,115.2101669,0.460189819,0.460189819,
114.7499771,115.4320908,0.682113647,0.682113647,
114.9804993,115.2142792,0.233779907,0.233779907,
115.1529617,115.2116699,0.058708191,0.058708191,
115.1529617,115.1246719,-0.028289795,0.028289795,
115.2587051,115.134758,-0.123947144,0.123947144,
115.1878128,115.2330551,0.04524231,0.04524231,
115.1878128,115.0285873,-0.159225464,0.159225464,
115.1914444,114.9021149,-0.289329529,0.289329529,
115.148941,114.997757,-0.151184082,0.151184082,
115.148941,114.7243729,-0.424568176,0.424568176,
115.1038132,114.7842102,-0.319602966,0.319602966,
115.1038132,114.9744644,-0.129348755,0.129348755,
115.0201797,115.0264282,0.006248474,0.006248474,
115.0201797,114.9220886,-0.098091125,0.098091125,
114.982338,114.6118164,-0.370521545,0.370521545,
114.982338,114.8241272,-0.158210754,0.158210754,
114.9219208,114.7385254,-0.183395386,0.183395386,
114.8830795,114.7571793,-0.125900269,0.125900269,
114.8830795,115.1938553,0.310775757,0.310775757,
114.9975662,115.4270554,0.429489136,0.429489136,
114.9975662,115.8662796,0.868713379,0.868713379,
115.2471085,115.7492905,0.502182007,0.502182007,
115.4816971,116.0460663,0.564369202,0.564369202,
115.4816971,115.7865219,0.304824829,0.304824829,
115.6536636,115.8076172,0.153953552,0.153953552,
115.6536636,115.7707901,0.117126465,0.117126465,
115.7502899,115.3769989,-0.373291016,0.373291016,
115.7502899,115.522438,-0.227851868,0.227851868,
115.6988373,115.5847092,-0.114128113,0.114128113,
115.6211243,115.6870193,0.065895081,0.065895081,
115.6211243,115.8258514,0.204727173,0.204727173,
115.6310806,115.6714096,0.040328979,0.040328979,
115.6310806,115.3245239,-0.306556702,0.306556702,
115.663765,115.1109772,-0.552787781,0.552787781,
115.5397339,114.9104309,-0.629302979,0.629302979,
115.5397339,114.5934753,-0.946258545,0.946258545,
115.3008881,114.8009644,-0.499923706,0.499923706,
115.3008881,114.7116241,-0.589263916,0.589263916,
115.0755768,114.603653,-0.471923828,0.471923828,
115.0755768,114.482048,-0.593528748,0.593528748,
114.939827,114.3385086,-0.601318359,0.601318359,
114.730278,114.209938,-0.520339966,0.520339966,
114.730278,114.2812119,-0.449066162,0.449066162,
114.5871277,114.3625641,-0.224563599,0.224563599,
114.5871277,114.6115036,0.024375916,0.024375916,
114.4901733,114.9093094,0.419136047,0.419136047,
114.612114,114.6503372,0.038223267,0.038223267,
114.612114,114.5264435,-0.085670471,0.085670471,
114.650032,114.5221252,-0.127906799,0.127906799,
114.650032,114.5125351,-0.137496948,0.137496948,
114.668251,114.555481,-0.112770081,0.112770081,
114.668251,114.463356,-0.20489502,0.20489502,
114.6067657,114.5261612,-0.080604553,0.080604553,
114.6067657,114.6206741,0.013908386,0.013908386,
114.5887299,114.5281906,-0.060539246,0.060539246,
114.5887299,114.4477844,-0.140945435,0.140945435,
114.5818634,114.5010071,-0.080856323,0.080856323,
114.5552139,114.6060333,0.050819397,0.050819397,
114.5552139,114.6589279,0.103713989,0.103713989,
114.5600739,114.7186432,0.158569336,0.158569336,
114.5600739,114.831871,0.27179718,0.27179718,
114.6317825,114.8502884,0.218505859,0.218505859,
114.7495193,114.55513,-0.194389343,0.194389343,
114.7495193,114.5682068,-0.181312561,0.181312561,
114.7272415,114.6268158,-0.10042572,0.10042572,
114.7303238,114.5033417,-0.226982117,0.226982117,
114.7303238,114.3166275,-0.413696289,0.413696289,
114.6715851,114.9659729,0.294387817,0.294387817,
114.6847534,114.944191,0.259437561,0.259437561,
114.6847534,115.6182251,0.93347168,0.93347168,
114.8773956,116.2259827,1.348587036,1.348587036,
114.8773956,120.7965469,5.919151306,5.919151306,
115.5370407,122.674263,7.13722229,7.13722229,
117.5493317,125.1208725,7.571540833,7.571540833,
117.5493317,137.6662292,20.11689758,20.11689758,
120.3136292,140.7442017,20.43057251,20.43057251,
120.3136292,144.9700012,24.65637207,24.65637207,
125.5707245,144.2476807,18.67695618,18.67695618,
125.5707245,165.5746613,40.00393677,40.00393677,
132.7147369,165.359314,32.64457703,32.64457703,
132.7147369,169.6281738,36.91343689,36.91343689,
142.1678467,165.3197021,23.15185547,23.15185547,
142.1678467,189.660553,47.4927063,47.4927063,
152.8280029,187.5708313,34.74282837,34.74282837,
152.8280029,191.9899597,39.16195679,39.16195679,
164.1647644,189.6049042,25.44013977,25.44013977,
164.1647644,214.4441681,50.27940369,50.27940369,
176.505661,211.2705383,34.76487732,34.76487732,
188.9459686,206.0614014,17.11543274,17.11543274,
188.9459686,220.1220856,31.17611694,31.17611694,
200.6486206,212.4357758,11.78715515,11.78715515,
211.1824646,211.8677826,0.685317993,0.685317993,
211.1824646,203.2596588,-7.922805786,7.922805786,
215.9720917,196.6564789,-19.31561279,19.31561279,
215.9720917,193.8360901,-22.13600159,22.13600159,
214.1656189,192.7734222,-21.39219666,21.39219666,
206.6634979,196.2207031,-10.4427948,10.4427948,
206.6634979,196.3522797,-10.31121826,10.31121826,
199.2397461,202.3786316,3.138885498,3.138885498,
199.2397461,203.7727051,4.532958984,4.532958984,
196.8580322,207.8136597,10.95562744,10.95562744,
196.8580322,209.4428864,12.58485413,12.58485413,
199.7527008,209.0892792,9.336578369,9.336578369,
199.7527008,209.6186218,9.865921021,9.865921021,
203.7698822,206.9049377,3.135055542,3.135055542,
203.7698822,206.7183838,2.948501587,2.948501587,
206.2431641,204.1769409,-2.066223145,2.066223145,
206.2431641,203.6409912,-2.602172852,2.602172852,
206.4108429,202.7447662,-3.66607666,3.66607666,
205.3279877,203.3499146,-1.97807312,1.97807312,
205.3279877,203.2603912,-2.067596436,2.067596436,
204.3968658,204.4402008,0.043334961,0.043334961,
204.1261139,204.1748352,0.048721313,0.048721313,
204.1261139,204.8242493,0.698135376,0.698135376,
204.3956757,206.0224609,1.626785278,1.626785278,
204.3956757,204.9563751,0.560699463,0.560699463,
204.7299042,204.3852386,-0.344665527,0.344665527,
204.7299042,204.9517517,0.221847534,0.221847534,
204.7831879,205.2008362,0.417648315,0.417648315,
204.870285,204.8035278,-0.066757202,0.066757202,
204.870285,204.9173584,0.047073364,0.047073364,
204.9203186,204.752243,-0.168075562,0.168075562,
204.9203186,204.8722229,-0.048095703,0.048095703,
204.9107361,204.9579315,0.047195435,0.047195435,
204.9192047,204.7685699,-0.150634766,0.150634766,
204.9192047,204.4513702,-0.467834473,0.467834473,
204.8698425,204.4483337,-0.421508789,0.421508789,
204.8698425,204.3274689,-0.542373657,0.542373657,
204.7119446,203.7988586,-0.913085938,0.913085938,
204.442627,204.352005,-0.090621948,0.090621948,
204.36026,205.011261,0.651000977,0.651000977,
204.36026,205.3542633,0.994003296,0.994003296,
204.5952911,205.3852081,0.789916992,0.789916992,
204.5952911,205.5944519,0.999160767,0.999160767,
204.9189911,205.4361572,0.517166138,0.517166138,
204.9189911,205.4193268,0.500335693,0.500335693,
205.1331635,205.0157318,-0.117431641,0.117431641,
205.1391144,204.7582703,-0.380844116,0.380844116,
205.1391144,204.8647766,-0.274337769,0.274337769,
205.0373383,205.0495758,0.012237549,0.012237549,
205.0373383,204.9426727,-0.094665527,0.094665527,
204.9841766,204.7752533,-0.20892334,0.20892334,
204.9841766,204.7626953,-0.221481323,0.221481323,
204.9160919,204.8562775,-0.059814453,0.059814453,
204.9160919,204.9855957,0.069503784,0.069503784,
204.8950195,204.880127,-0.014892578,0.014892578,
204.8950195,205.1445618,0.249542236,0.249542236,
204.9235229,205.3011475,0.377624512,0.377624512,
204.9235229,205.4415436,0.51802063,0.51802063,
205.0609283,205.2623444,0.201416016,0.201416016,
205.1899719,205.3112335,0.121261597,0.121261597,
205.2744141,205.089035,-0.185379028,0.185379028,
205.2744141,205.2618256,-0.012588501,0.012588501,
205.2786865,205.1034241,-0.175262451,0.175262451,
205.2786865,204.6852417,-0.593444824,0.593444824,
205.2200623,204.708374,-0.511688232,0.511688232,
205.009552,204.4434967,-0.566055298,0.566055298,
205.009552,204.4013977,-0.608154297,0.608154297,
204.8044891,204.9756012,0.171112061,0.171112061,
204.8044891,205.0139465,0.209457397,0.209457397,
204.8279572,204.9653778,0.137420654,0.137420654,
204.9023895,205.0348511,0.132461548,0.132461548,
204.9023895,205.0802307,0.177841187,0.177841187,
204.9458313,205.0535583,0.107727051,0.107727051,
204.9458313,205.0841217,0.138290405,0.138290405,
204.9503174,205.1279755,0.177658081,0.177658081,
205.0043793,205.4404144,0.436035156,0.436035156,
205.0043793,205.3891907,0.384811401,0.384811401,
205.1393738,205.1945801,0.055206299,0.055206299,
205.1393738,205.4237671,0.284393311,0.284393311,
205.1992645,205.0430908,-0.156173706,0.156173706,
205.1303101,204.8718567,-0.258453369,0.258453369,
205.1303101,204.8923492,-0.237960815,0.237960815,
205.0048828,204.9057159,-0.09916687,0.09916687,
205.0048828,204.7731934,-0.231689453,0.231689453,
204.9006805,204.701767,-0.198913574,0.198913574,
204.8276672,204.6064606,-0.221206665,0.221206665,
204.8276672,204.5437317,-0.283935547,0.283935547,
204.7240143,204.2494049,-0.474609375,0.474609375,
204.7240143,204.000473,-0.72354126,0.72354126,
204.5803223,203.9617462,-0.61857605,0.61857605,
204.3294678,203.9364624,-0.393005371,0.393005371,
204.3294678,204.2965851,-0.03288269,0.03288269,
204.2443085,204.58255,0.338241577,0.338241577,
204.2443085,204.7835388,0.539230347,0.539230347,
204.3206482,204.9626617,0.64201355,0.64201355,
204.3206482,204.8533325,0.532684326,0.532684326,
204.601181,204.584137,-0.017044067,0.017044067,
204.601181,204.6589813,0.057800293,0.057800293,
204.6452789,204.6791077,0.033828735,0.033828735,
204.6452789,204.5650482,-0.080230713,0.080230713,
204.663269,204.8504639,0.187194824,0.187194824,
204.6727905,204.2952118,-0.377578735,0.377578735,
204.6042938,204.241684,-0.362609863,0.362609863,
204.6042938,203.9556122,-0.648681641,0.648681641,
204.4884033,204.350769,-0.137634277,0.137634277,
204.4884033,204.061676,-0.426727295,0.426727295,
204.3618011,204.1001282,-0.261672974,0.261672974,
204.3618011,204.4160004,0.054199219,0.054199219,
204.2625122,205.0378571,0.775344849,0.775344849,
204.4813385,204.9645691,0.483230591,0.483230591,
204.4813385,204.8481903,0.366851807,0.366851807,
204.7266083,204.6123352,-0.114273071,0.114273071,
204.7266083,204.6202545,-0.10635376,0.10635376,
204.7657776,204.2375946,-0.528182983,0.528182983,
204.6083221,204.2475739,-0.360748291,0.360748291,
204.5505066,204.9711304,0.420623779,0.420623779,
204.5505066,204.7059174,0.155410767,0.155410767,
204.7141113,204.4944153,-0.219696045,0.219696045,
204.6966705,204.3422546,-0.354415894,0.354415894,
204.5747528,204.9082642,0.333511353,0.333511353,
204.6417999,205.2083282,0.56652832,0.56652832,
204.6417999,205.3245087,0.68270874,0.68270874,
204.9183807,205.4603119,0.541931152,0.541931152,
205.120224,205.332489,0.212265015,0.212265015,
205.120224,204.8014679,-0.318756104,0.318756104,
205.1193848,204.5229187,-0.596466064,0.596466064,
204.9378662,204.3991547,-0.538711548,0.538711548,
204.9378662,204.4051819,-0.532684326,0.532684326,
204.7959137,204.5774231,-0.218490601,0.218490601,
204.7088776,204.9200592,0.211181641,0.211181641,
204.7088776,204.8004913,0.09161377,0.09161377,
204.7443237,204.9686279,0.224304199,0.224304199,
