Yaw,Pitch,Roll
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.6113364,0.138167618,-1.20829417
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
293.8367472,0.246899088,-1.029898603
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.1869176,0.15110924,-0.802824431
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
294.8026245,0.021461366,-0.360387123
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.4756305,-0.068890293,-0.094759581
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
295.7903649,-0.014767098,0.278390888
