Yaw,Pitch,Roll
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8383886,0.359960408,-0.570506856
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.8437952,0.297373206,-0.65410704
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.9209556,0.307442213,-0.75156463
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.8832825,0.284449998,-0.928058035
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
114.9581914,0.343518961,-1.209289616
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.1331492,0.348724082,-1.367355947
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3071217,0.290685379,-1.400914729
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.3638954,0.020560262,-1.017187507
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
115.2111555,-0.21684456,-0.555853478
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.8334377,-0.327557915,-0.28421645
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5458014,-0.326996647,-0.288466273
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.5942348,-0.100172703,-0.267080389
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
114.8821797,0.037881435,-0.332187631
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0144239,-0.02481372,-0.234422021
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
115.0438111,-0.03843198,-0.367965578
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9803828,0.003005386,-0.551332295
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.9170088,-0.07808016,-0.6970263
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.8528392,-0.159821117,-0.780172115
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.7851143,-0.089548117,-0.817387855
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.8051579,0.123094017,-0.874094073
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.7446257,0.167689228,-0.805056585
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.6535772,0.032207808,-0.784149133
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.5376924,-0.01023939,-0.746668494
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.465597,0.041089863,-0.652841266
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.4356004,0.065430297,-0.640489658
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.499329,0.143173443,-0.567306226
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.6149568,0.187382715,-0.623813979
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.661594,0.25503171,-0.635503366
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.6810495,0.09349809,-0.597516744
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5756088,-0.057654767,-0.612732941
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5128477,-0.071303201,-0.641045344
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.5564499,0.037484524,-0.62961487
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.7457149,0.048856195,-0.744757902
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
114.9000001,1.545678565,-0.727075106
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0377567,1.782006876,-0.541160041
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
115.0118952,0.3605632,-0.519558507
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9681912,0.262785586,-0.510940479
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9809975,-0.151968024,-0.377158989
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9365545,-1.433681924,-0.593279753
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
114.9273737,0.013327325,-0.821029116
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.0328324,0.190341992,-0.585702893
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.1653156,0.218280183,-0.519582424
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.2210604,0.325531584,-0.599489197
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.1491857,0.433701778,-0.82140527
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0830306,0.363334069,-0.83978305
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.0947146,0.061284806,-1.260709535
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.2165589,0.000567127,-0.927853273
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3375703,-0.0149725,-1.161499208
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.3277673,-0.438905947,-0.556572988
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.1429931,-0.673041533,-0.512028807
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.049614,-0.100573412,0.079990643
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0180775,0.055115458,-0.401907226
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.0270372,-0.139057248,-0.267370199
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.03212,-0.232600382,-0.333581434
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
115.0307778,-0.053126607,-0.459825939
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9983433,-0.092408886,-0.308949472
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.9659111,0.002177064,-0.298942648
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.8608252,0.103048746,-0.182742471
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.6538256,0.081687532,-0.244893979
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.48364,0.052727832,-0.349200766
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.4569402,0.10391933,-0.427956456
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.5755215,0.025214878,-0.469029003
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7219501,-0.101361274,-0.361197938
114.7658542,-0.143226989,-0.296621618
114.7658542,-0.143226989,-0.296621618
114.7658542,-0.143226989,-0.296621618
114.7658542,-0.143226989,-0.296621618
114.7658542,-0.143226989,-0.296621618
114.7658542,-0.143226989,-0.296621618
