185,-0.048231285,0.048231285,0.085675006,0.204824796
187,-0.016168907,0.016168907,,
188,-0.017629188,0.017629188,,
188,-0.019051244,0.019051244,,
190,-0.020462958,0.020462958,,
190,-0.021055693,0.021055693,,
191,-0.020667933,0.020667933,,
192,-0.023480462,0.023480462,,
193,-0.025140777,0.025140777,,
193,-0.026894856,0.026894856,,
193,-0.026894856,0.026894856,,
194,-0.001464108,0.001464108,,
196,-0.004042136,0.004042136,,
197,-0.007909014,0.007909014,,
198,-0.010187136,0.010187136,,
198,-0.010187136,0.010187136,,
200,-0.011706866,0.011706866,,
200,-0.013034378,0.013034378,,
201,-0.016272603,0.016272603,,
202,-0.01866561,0.01866561,,
202,-0.01866561,0.01866561,,
203,-0.012971738,0.012971738,,
204,-0.016914217,0.016914217,,
205,-0.020492461,0.020492461,,
206,-0.024595374,0.024595374,,
206,-0.029062446,0.029062446,,
207,-0.032772314,0.032772314,,
208,-0.038284231,0.038284231,,
208,-0.041781504,0.041781504,,
210,-0.044831183,0.044831183,,
210,-0.044831183,0.044831183,,
211,-0.035732388,0.035732388,,
212,-0.038569443,0.038569443,,
213,-0.039719321,0.039719321,,
214,-0.04176902,0.04176902,,
214,-0.041930273,0.041930273,,
215,-0.045047421,0.045047421,,
216,-0.047602221,0.047602221,,
217,-0.05324221,0.05324221,,
218,-0.056285102,0.056285102,,
218,-0.056285102,0.056285102,,
220,-0.031124664,0.031124664,,
220,-0.033830669,0.033830669,,
221,-0.036957469,0.036957469,,
222,-0.041266434,0.041266434,,
223,-0.043093178,0.043093178,,
223,-0.045095295,0.045095295,,
224,-0.045376249,0.045376249,,
225,-0.045632947,0.045632947,,
226,-0.047849439,0.047849439,,
226,-0.047849439,0.047849439,,
227,-0.015726713,0.015726713,,
228,-0.01450009,0.01450009,,
230,-0.012809917,0.012809917,,
230,-0.01077121,0.01077121,,
231,-0.007486801,0.007486801,,
232,-0.001999678,0.001999678,,
232,0.003025439,0.003025439,,
233,0.006836677,0.006836677,,
234,0.008548321,0.008548321,,
234,0.008548321,0.008548321,,
236,0.033197701,0.033197701,,
237,0.037151247,0.037151247,,
238,0.038895562,0.038895562,,
238,0.040281001,0.040281001,,
240,0.043019418,0.043019418,,
240,0.045412932,0.045412932,,
241,0.04799962,0.04799962,,
242,0.048027135,0.048027135,,
243,0.048387244,0.048387244,,
243,0.048387244,0.048387244,,
244,0.043737143,0.043737143,,
245,0.043806475,0.043806475,,
246,0.046253484,0.046253484,,
247,0.050876278,0.050876278,,
248,0.052596822,0.052596822,,
248,0.054019704,0.054019704,,
250,0.053985491,0.053985491,,
251,0.0549259,0.0549259,,
251,0.057781953,0.057781953,,
251,0.057781953,0.057781953,,
253,0.045539182,0.045539182,,
254,0.047131803,0.047131803,,
255,0.047867026,0.047867026,,
256,0.0499603,0.0499603,,
257,0.051756304,0.051756304,,
258,0.051683623,0.051683623,,
258,0.049258757,0.049258757,,
260,0.053270102,0.053270102,,
260,0.054735743,0.054735743,,
260,0.054735743,0.054735743,,
262,0.038989116,0.038989116,,
262,0.041198008,0.041198008,,
263,0.040110234,0.040110234,,
264,0.037853945,0.037853945,,
265,0.034488287,0.034488287,,
265,0.027433028,0.027433028,,
266,0.027671006,0.027671006,,
267,0.032952491,0.032952491,,
267,0.038682092,0.038682092,,
267,0.038682092,0.038682092,,
268,0.033617787,0.033617787,,
270,0.030278044,0.030278044,,
270,0.03298736,0.03298736,,
271,0.035599858,0.035599858,,
271,0.035930555,0.035930555,,
272,0.034259353,0.034259353,,
273,0.034924109,0.034924109,,
273,0.037522081,0.037522081,,
274,0.037441868,0.037441868,,
274,0.037441868,0.037441868,,
276,0.030977672,0.030977672,,
276,0.035520859,0.035520859,,
277,0.037200991,0.037200991,,
278,0.036900621,0.036900621,,
278,0.030485172,0.030485172,,
278,0.022368019,0.022368019,,
280,0.028161259,0.028161259,,
280,0.031610716,0.031610716,,
281,0.031388089,0.031388089,,
281,0.031388089,0.031388089,,
282,0.01615819,0.01615819,,
283,0.014622496,0.014622496,,
283,0.013476601,0.013476601,,
284,0.012929261,0.012929261,,
284,0.012929261,0.012929261,,
285,0.008990176,0.008990176,,
286,0.006617821,0.006617821,,
286,0.005779159,0.005779159,,
287,0.005877283,0.005877283,,
287,0.005877283,0.005877283,,
288,0.008558195,0.008558195,,
288,0.006941506,0.006941506,,
290,0.003522787,0.003522787,,
290,0.001795105,0.001795105,,
290,0.001795105,0.001795105,,
291,0.00467825,0.00467825,,
291,0.004385008,0.004385008,,
292,0.001482545,0.001482545,,
293,-0.000411915,0.000411915,,
293,-0.000411915,0.000411915,,
294,0.007636922,0.007636922,,
294,0.008089476,0.008089476,,
295,0.009365619,0.009365619,,
295,0.009915068,0.009915068,,
296,0.007873907,0.007873907,,
296,0.00656765,0.00656765,,
297,0.006113549,0.006113549,,
298,0.005189681,0.005189681,,
298,0.005885686,0.005885686,,
298,0.005885686,0.005885686,,
300,0.008440557,0.008440557,,
300,0.009118861,0.009118861,,
300,0.011697111,0.011697111,,
301,0.013126979,0.013126979,,
301,0.01438059,0.01438059,,
302,0.014589807,0.014589807,,
302,0.014658398,0.014658398,,
303,0.013797673,0.013797673,,
303,0.014366283,0.014366283,,
303,0.014366283,0.014366283,,
