67,-0.080824286,0.080824286,0.095364016,0.209950742
68,-0.08000204,0.08000204,,
68,-0.079575956,0.079575956,,
69,-0.081903271,0.081903271,,
69,-0.083229028,0.083229028,,
70,-0.083048992,0.083048992,,
70,-0.051438224,0.051438224,,
71,-0.057550289,0.057550289,,
72,-0.05862743,0.05862743,,
72,-0.058805112,0.058805112,,
73,-0.052879065,0.052879065,,
74,-0.054317899,0.054317899,,
74,-0.054317899,0.054317899,,
74,-0.059419472,0.059419472,,
75,-0.058169022,0.058169022,,
75,-0.057335999,0.057335999,,
76,-0.048935153,0.048935153,,
77,-0.049028918,0.049028918,,
77,-0.049028918,0.049028918,,
78,-0.048329577,0.048329577,,
78,-0.04737353,0.04737353,,
79,-0.048076212,0.048076212,,
79,-0.047042817,0.047042817,,
80,-0.042047411,0.042047411,,
80,-0.039772436,0.039772436,,
81,-0.046956632,0.046956632,,
81,-0.046295542,0.046295542,,
82,-0.043115299,0.043115299,,
83,-0.041281302,0.041281302,,
84,-0.037667073,0.037667073,,
84,-0.037667073,0.037667073,,
84,-0.034432206,0.034432206,,
85,-0.040645793,0.040645793,,
85,-0.046137959,0.046137959,,
86,-0.04370844,0.04370844,,
86,-0.042780578,0.042780578,,
87,-0.040134355,0.040134355,,
88,-0.043750878,0.043750878,,
88,-0.047022499,0.047022499,,
89,-0.043567263,0.043567263,,
89,-0.039966501,0.039966501,,
90,-0.041109268,0.041109268,,
90,-0.042336408,0.042336408,,
91,-0.043743607,0.043743607,,
91,-0.044738624,0.044738624,,
92,-0.044082731,0.044082731,,
93,-0.04426894,0.04426894,,
93,-0.042532343,0.042532343,,
94,-0.044496857,0.044496857,,
95,-0.041673258,0.041673258,,
95,-0.041673258,0.041673258,,
95,-0.039621118,0.039621118,,
96,-0.048958808,0.048958808,,
96,-0.054275837,0.054275837,,
97,-0.047588095,0.047588095,,
98,-0.049700707,0.049700707,,
98,-0.0515301,0.0515301,,
99,-0.053721949,0.053721949,,
99,-0.057033893,0.057033893,,
100,-0.059246622,0.059246622,,
100,-0.061388932,0.061388932,,
101,-0.05898222,0.05898222,,
101,-0.056992713,0.056992713,,
102,-0.060068052,0.060068052,,
102,-0.061742239,0.061742239,,
103,-0.063706644,0.063706644,,
103,-0.061604928,0.061604928,,
104,-0.05803816,0.05803816,,
104,-0.05803816,0.05803816,,
105,-0.062497132,0.062497132,,
105,-0.063976586,0.063976586,,
106,-0.069153555,0.069153555,,
107,-0.070047408,0.070047408,,
108,-0.072880469,0.072880469,,
108,-0.072880469,0.072880469,,
108,-0.07470002,0.07470002,,
109,-0.068463586,0.068463586,,
110,-0.069317512,0.069317512,,
110,-0.069317512,0.069317512,,
110,-0.068510748,0.068510748,,
111,-0.066027313,0.066027313,,
111,-0.064299673,0.064299673,,
112,-0.064009428,0.064009428,,
113,-0.063202575,0.063202575,,
113,-0.063169226,0.063169226,,
113,-0.063169226,0.063169226,,
114,-0.05721575,0.05721575,,
115,-0.054149117,0.054149117,,
115,-0.054149117,0.054149117,,
115,-0.050956864,0.050956864,,
116,-0.053057186,0.053057186,,
117,-0.055975407,0.055975407,,
117,-0.055975407,0.055975407,,
117,-0.057093941,0.057093941,,
118,-0.05631024,0.05631024,,
118,-0.054989763,0.054989763,,
119,-0.058089528,0.058089528,,
